titulo,ano,paginas,adulto,artes,autoajuda,aventura,biografia,comunicação,contos,crime,crônica,culinária,decoração,drama,economia,ensaios,entretenimento,erótico,fantasia,ficção,filosofia,história,infantil,infantojuvenil,brasileira,estrangeira,matemática,memórias,música,não-ficção,poesias,policial,política,psicologia,religião,romance,saúde,sexo,sociologia,suspense,terror,viagens,gender,ratingcurrent,resenhas,abandonos,relendo,querem_ler,lendo,leram,favoritos,desejados,trocam,avaliaram
A Inquisição,2017,350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.4,63,10,2,1.088,51,1.659,237,390,4,1.211
Império de Tempestades - Tomo 1,2017,364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.6,442,32,17,5.585,332,11.981,2.423,1.881,20,8.817
Cadu e Mari,2017,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.1,98,13,2,2.733,28,1.125,203,376,15,917
Contos da Academia dos Caçadores de Sombras,2017,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.5,181,34,6,5.390,182,3.873,848,1.499,2,2.790
Esqueça o Amanhã,2017,384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.5,39,5,0,2.264,17,274,25,289,8,225
Império de Tempestades - Tomo 2,2017,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.7,548,19,19,6.121,232,11.952,2.909,2.074,12,8.773
A Árvore no Quintal,2017,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.9,0,1,0,28,2,21,1,11,0,19
Victoria e o Patife,2017,256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.6,130,41,2,3.450,42,1.672,107,598,17,1.292
Anatomia de Um Excluído,2017,320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.8,11,1,0,167,2,59,5,38,4,52
Missão Cupido,2017,352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.9,2,1,0,129,1,7,1,45,1,34
Aliança,2017,294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.4,1,0,0,239,6,5,4,95,2,12
Missão,2017,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.3,0,0,0,6,0,10,2,6,0,10
Bruxa de Sangue,2017,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.6,3,1,0,291,5,64,9,93,2,53
O canto mais escuro da floresta,2017,294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.9,217,67,1,4.765,123,2.089,255,928,22,1.785
Anna Liza e o Consultório Feliz,2017,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,5.0,0,0,0,3,1,2,1,2,1,1
O Vespeiro,2017,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.9,9,0,0,78,1,38,4,21,2,42
Time Humanos,2017,352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.6,12,1,0,117,0,45,4,32,2,44
Londres é Nossa!,2017,266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.5,20,3,1,203,4,90,6,49,9,87
Os Quatro Cavaleiros,2017,350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.0,17,1,0,303,7,121,13,90,5,106
O Ódio Que Você Semeia,2017,378,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.7,1.041,138,13,27.803,944,13.554,3.831,4.530,14,10.218
Graça e Maldição,2017,350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.2,32,6,0,270,7,166,11,57,11,138
O Encantador de Corvos,2017,256,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.8,10,3,1,295,7,114,13,80,10,103
ABC do Amor,2017,266,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.2,55,5,3,840,10,609,111,268,6,571
Belinda & Em,2017,400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.0,21,1,0,367,8,117,15,114,14,110
O Livro das Princesas,2017,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.8,215,164,16,4.660,195,8.865,645,1.605,185,5.400
O Melhor Guia de K-pop Real Oficial,2017,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,F,3.9,1,2,0,158,7,132,23,53,10,106
Os 12 Signos de Valentina,2017,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.4,316,65,8,2.522,105,3.792,786,929,7,3.070
Confesse,2017,320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.3,841,88,7,5.793,213,9.785,1.496,2.019,8,7.810
A Terra das Sombras,2017,208,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,F,4.3,511,292,79,7.671,316,43.145,4.100,2.617,200,20.391
O Túmulo de Khan,2017,292,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,4.1,3,0,0,116,0,39,5,51,1,36
Starcraft: Evolução,2017,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,4.1,2,1,0,20,3,1,2,9,1,15
O Portal,2017,308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.8,0,1,0,91,2,7,2,29,4,8
Treze,2017,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.4,1.036,40,6,2.643,91,3.220,833,862,19,2.753
O Garoto Está de Volta,2017,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.9,33,1,0,525,7,468,45,157,8,396
O Problema do Para Sempre,2017,392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.1,70,11,2,1.223,33,1.010,154,382,3,815
Lock & Mori,2017,256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.7,5,0,0,61,3,23,6,20,2,29
Uma História de Verão,2017,304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.7,138,18,1,2.147,55,2.057,131,703,10,1.729
Senhor das Sombras,2017,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.6,292,39,21,5.795,367,6.287,1.499,1.782,4,4.687
Harry Potter: As Artes das Trevas,2017,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,7,1,1,272,0,101,17,141,1,83
A Caça ao Snark,2017,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,F,3.8,1,0,0,24,5,15,1,11,1,14
Um Dia Embaraçado,2017,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,5,1,0,84,1,65,5,23,1,57
Nicola e o Visconde,2017,272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.8,40,1,0,878,16,433,19,283,3,315
As Delícias da Fofoca,2017,208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.4,185,519,28,3.314,215,17.035,487,819,365,7.995
Perfeitos,2017,384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.9,237,307,13,10.034,309,12.950,1.021,2.228,173,7.856
A Court of Wings and Ruin,2017,699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.6,44,4,4,286,35,887,289,148,2,669
Desastre No Casamento Real,2017,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,4,2,0,186,4,129,19,78,1,107
Menina Veneno,2017,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.6,166,89,4,2.397,77,2.953,225,733,26,2.177
Minha Irmã Rosa,2017,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.8,7,8,0,347,3,74,14,130,2,69
Otolina e A Raposa Roxa,2017,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.5,0,0,0,26,1,12,1,6,0,7
Bela Gratidão,2017,432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.0,13,1,0,260,6,120,7,75,11,112
Criaturas e Criadores,2017,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,F,4.0,38,6,0,559,32,290,27,200,9,250
Ruína,2017,308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.1,19,1,0,426,9,231,34,108,3,199
"Olá, Adeus e Tudo Mais",2017,272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.7,37,6,1,1.048,19,394,23,312,9,312
Uma Sombra Ardente e Brilhante,2017,336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.9,67,15,0,1.348,27,730,70,327,9,601
Wink Poppy Midnight,2017,224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.2,28,5,0,316,3,214,9,99,13,195
Batalha na Costa Oceânica,2017,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,4.3,0,0,0,4,0,2,1,2,0,4
Assassins Creed Origins. Juramento do Deserto,2017,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,3.9,8,2,1,424,14,160,12,134,2,119
O Mago de Batalha,2017,392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.3,54,5,3,1.083,63,1.194,170,281,4,889
Escrito a Fogo,2017,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.5,5,0,0,139,0,26,5,75,1,38
Sem Filtro,2017,240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,F,4.3,16,3,1,269,7,161,34,76,2,129
O Regicida,2017,322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.0,1,0,0,145,6,44,4,43,1,36
A Máscara de Prata (The Silver Mask),2017,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,47,3,0,1.152,25,1.167,149,393,1,848
Cidade de Selvagens,2017,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.8,3,0,0,66,3,1,0,21,2,15
Lock e Mori,2017,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.4,2,0,0,35,1,11,2,2,2,7
TREZE,2017,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.6,2,0,0,1,0,9,4,4,0,8
Rebelde,2016,352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.0,18,1,0,536,6,208,31,181,2,171
Ídolos,2016,386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.8,2,1,0,187,2,18,2,83,1,15
Zumbeatles,2016,352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.3,23,1,0,84,4,47,1,21,5,38
Três Chances,2016,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.9,10,2,0,361,1,48,8,152,6,33
Outro Dia,2016,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.0,116,66,1,4.394,107,2.321,283,1.625,12,1.766
De Volta,2016,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.7,50,16,1,1.611,44,984,84,576,3,680
Imaculada,2016,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,F,4.2,9,1,0,334,7,129,17,94,6,109
Dama da Meia-Noite,2016,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.6,368,132,36,12.174,591,11.186,2.828,3.060,16,7.256
A Profecia do Paladino.,2016,420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.9,21,10,0,736,18,208,24,212,8,146
Vamos juntas?,2016,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,F,4.5,48,1,0,1.137,12,445,74,388,3,335
O Código da Atração,2016,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.6,4,0,0,144,0,16,3,49,2,10
Rainha das Sombras,2016,644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.7,1.038,68,40,13.198,742,19.842,5.067,3.116,4,13.554
O Livro de Cam,2016,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.1,126,40,2,3.810,90,2.645,525,1.431,13,1.772
The Originals - A Perda,2016,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.1,4,6,1,489,16,118,19,146,3,85
Outro Conto Sombrio Dos Grimm,2016,352,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.1,16,1,0,499,3,156,19,208,1,123
O Preço do Sangue,2016,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.7,4,3,0,131,0,29,4,44,6,23
O Chamado,2016,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.7,2,1,0,84,1,4,2,31,1,11
Tudo ou Nada,2016,176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.1,5,0,1,147,4,79,7,47,1,81
Yakuba,2016,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.5,3,0,0,55,1,36,7,18,1,32
O Círculo,2016,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.6,7,1,1,305,4,240,15,99,1,162
Problemas na Vila Zumbi,2016,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,4.2,2,0,0,13,3,14,2,6,1,16
O Caderninho de Desafios de Dash e Lily ,2016,256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.8,298,101,2,3.111,167,2.715,229,994,14,2.258
Os Feiticeiros da Tempestade,2016,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.9,2,1,0,414,4,28,6,126,2,35
A Pedra Proibida,2016,322,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,F,3.7,2,1,0,170,4,13,4,54,2,25
Talvez Um Dia,2016,368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.3,633,135,35,10.190,263,13.503,2.893,3.002,13,9.047
Além-Mundos,2016,546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.0,38,33,3,1.790,37,448,60,632,8,380
Warcraft - Durotan,2016,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,4.2,11,5,0,199,13,154,23,42,6,113
Warcraft,2016,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.0,15,6,0,282,14,159,21,68,9,121
O Amor nos Tempos de #Likes,2016,272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.0,113,20,0,3.147,57,1.971,297,1.221,52,1.519
A Geografia de Nós Dois,2016,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.4,225,155,2,3.873,134,3.221,169,1.201,44,2.417
De Volta a Blackbrick,2016,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.9,10,1,0,274,4,41,10,85,4,64
Princesa das Águas,2016,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.3,129,73,17,2.945,165,6.216,984,1.096,31,4.231
Um Mundo Melhor,2016,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.5,14,0,0,372,6,89,16,182,2,84
A Caçadora de Bruxos,2016,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.8,17,1,2,705,11,242,28,202,4,188
Lembrança,2016,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.3,111,29,2,2.168,122,2.960,547,835,1,2.023
Noites Roubadas,2016,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.1,3,1,0,197,1,14,4,66,2,24
O Filho da feiticeira,2016,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.0,13,3,0,443,10,98,14,118,2,81
A Revolução do Carrasco,2016,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,3,0,0,75,0,17,1,26,1,14
Diários de Stefan - Asilo,2016,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.7,2,0,0,496,4,77,9,201,1,55
A Garota Gotic e o Festival mais Assustador que a Morte,2016,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,0,1,0,94,2,13,2,47,1,17
Magônia,2016,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.5,20,12,0,1.225,18,280,23,405,7,245
George,2016,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,134,5,1,1.603,30,1.249,177,643,2,1.076
Boomerang,2016,350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.7,32,7,1,743,18,506,30,234,7,369
Illidan,2016,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,4.2,5,1,1,232,25,149,15,40,2,117
Diário de Uma Princesa Improvável,2016,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.1,18,3,2,570,5,443,41,186,4,326
Boa Noite,2016,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.1,400,39,2,4.918,87,5.553,822,1.805,12,4.662
